1 2 4 5
2430154 0.559522691293221 1.03127714512004 0.103307122126429 0.0956774309012474
1649008 -1.20229441971703 0.669909588833915 1.20724306838209 1.68038522906635
126114 1.67147474278739 -0.137661462302535 -0.255602770436487 -0.0151644012422478
1393230 -0.140526193185747 1.18982953369511 0.509720291441999 -0.0987481107188004
1671946 -0.148678417916003 1.20763210700217 1.2745281150769 0.855002981349701
13569 1.81367039092954 -0.359614554535648 -0.52335772652809 -0.576453593821266
419380 0.939240451581174 -0.780471691015989 -0.797869905486359 -0.893088352073621
65315 0.873330406883901 -0.674903000886236 0.358096656842618 -0.059745001863766
1478148 -0.880179741863756 -0.381764930139877 -0.721006495378044 1.1034806328816
369679 0.824579940115349 1.3902651181984 0.687950491078874 0.302650362320364
3827770 -2.31129831401605 0.121365030013312 0.584455176347316 1.42739209054721
433924 -0.430691642650614 -0.484998337813069 0.505657511193418 -0.588599781814847
67929 1.70620110267732 -0.305187917336688 -0.67961850531972 0.0666493002689197
692876 -0.85955892965895 0.466803301900628 0.585249150034149 -0.708220853466656
217451 -0.997039155104975 -2.33337123784101 -1.05026062608488 -0.957335707866093
295091 0.609291168142973 0.0170747329898608 0.0668941374036875 0.572218642097592
12867 1.68576760432745 -0.269196721319189 -0.212643726061663 0.347223096239814
4057155 -1.02510365702352 1.05243391816145 1.92097473367358 1.70187705911717
13767 1.84236198705811 0.323091664980393 -0.220684821272995 0.0981161085424456
41800 0.686040984184875 -0.409668074722461 -0.6977194160738 0.0784493533714916
2485043 -1.35715411326932 1.18338061005491 2.00109850381507 1.70555080898311
86490 0.790757573177529 -0.269576442043832 -0.144108593136513 -0.00245967740181196
1507248 -0.200816822234791 1.26228024795717 1.44685419123403 1.23560976082213
83123 1.29932283342292 0.125795105134158 0.0450936471301094 0.133948936463924
392884 0.568171704943104 0.632513426135233 -1.49798576670153 -0.599400763754735
428238 -0.293797791011361 0.955212755295121 1.22560582152225 -1.85282600441616
1293839 -0.0380492263717348 1.57704974265074 1.17364277767759 0.737285651598441
1066569 0.0567723046316471 -0.866813855121272 -0.363076400130795 -0.39319876913832
3830162 -1.80525771877203 -0.094487215910522 0.121112404380091 1.27163138959325
20585 -1.30511343791833 -2.87368218561558 -2.22834864677361 -1.22480357819106
520702 -0.151577710627263 -1.04853553657836 -0.727484982801459 -0.458272128647971
295190 0.249534549527208 -0.152995850899405 0.575898842892401 0.0012848727827377
3822784 -0.562658325496856 -0.0895888185626155 1.93774953944008 2.12509776369403
358060 -0.459033043311249 1.29291738175719 0.567528333066318 0.462714149305722
878573 0.0873126070676752 -0.386289935441883 -0.816367803083855 -0.501184988430992
422381 -0.397260191583976 -1.19905683182721 -1.15882385796644 -0.650762461559197
3578390 -1.48235306509574 1.0681100554105 2.48466226521079 1.30172152500481
2450184 -1.89225278827114 0.523236130261457 0.107876694090011 1.36386847134503
294897 0.50474560484396 -0.341685407653711 -1.16200819924236 -0.532533796173492
214589 0.623722479054078 -0.398048620548357 -0.353337552674214 0.394297441417008
168924 0.175985357180603 -2.01772838548075 -1.2117498060696 -0.461733477558059
108014 0.988813470495336 0.0753618642227022 -0.334915673833968 -0.088065129309939
353782 -0.467209700283455 -0.674181531509413 0.0805690671801009 -0.124118224889332
222693 -0.973934398302038 -1.39163852600912 -1.86804507699444 -0.531220056928073
2485920 -1.42456266880613 0.17636124829924 2.11090337539837 1.52041584250582
1630957 0.152864312216366 1.61619894936153 0.78078628673827 0.184649831294642
41263 0.565606319538478 -0.360525884274794 -0.82474675943852 -0.414399531212608
3827768 -2.28909755016522 0.515325281831376 -0.00914995943204504 1.21204112142526
770505 -0.471574927511644 -0.890774232846303 -0.852772341278013 -0.0985514431670914
1302311 -0.892656473418955 0.43648260203781 -0.241699784388323 0.502779262939989
218794 0.156537292589339 -0.544956240234345 -0.0670424663421977 -0.684974748854589
3848815 -1.70271559931282 0.424350524885438 0.0841588418280166 0.343557213075947
421749 0.130883438543077 0.73165850733976 0.936303771014567 -1.41622403962099
4062993 -1.24850393332291 1.41904162044766 1.57454881035683 1.65965646911617
217385 0.955186561493106 2.11173449502184 0.34394872146554 1.51412248085111
457982 -1.10227696525921 0.602616747748268 0.488114071325838 -2.06260734847369
295261 0.222887117641691 -1.94415749508099 -1.53553903278302 -0.594153673475124
3827759 -2.1265824208023 0.415648591612348 0.243798232052978 1.7448135190064
3825284 -1.51471764159728 0.368791054191288 1.91029832154425 1.56918939532978
480143 0.202347746243382 -0.528678878504608 -0.69369042193955 -0.255885484534721
3830167 -1.78563862848713 0.482099718425033 0.481356848459172 1.36288513358648
321131 0.159412153058651 -1.66648671518513 -0.686654463629635 -0.206065660335661
1439621 -0.00867352746859992 1.90779282249434 0.719557401037699 0.175799791467713
1642335 -0.334257583678611 0.815886892744524 0.560010922627154 0.0469825450979664
