1 2 4 5
775 1.67162948031973 -1.72746986356294 -1.89028478675435 0.0509158961321563
2166 -0.25270276005344 0.409522430588093 0.309385526502546 -1.73875882442463
2167 0.341815127367912 -0.648626326740878 -0.799559211203025 -1.0535690742686
3881 0.998317612613427 -0.28248061800298 1.61868192220474 -0.114284847303854
3889 2.33609687644057 0.626475866613394 0.0735331088701851 0.719585571944583
3895 0.617410816550632 -0.313592402708806 0.0543257028716906 0.00335381542672266
4248 0.647218151728196 -0.424040504150233 -0.708083306645547 0.964326539993999
5131 -0.967639023959892 -1.78926308281999 -1.93603963209026 -1.50275776237319
6387 -1.05082266371498 -1.6176229866022 -1.98720870224808 -0.562403663927137
13098 0.891019350054848 -0.18989837665605 -0.381945944985957 0.692406116298324
13302 1.17418089016105 -0.207637663175665 0.751603530482859 -0.19163812874225
13350 0.316022823950605 -0.653651297663665 -0.430378339882779 0.00680729763474204
13421 1.00136349877638 0.142933167173087 -0.158493031313926 -0.634352521044554
13469 2.33971284824899 -0.19470817250154 -0.373009517744792 0.435259359087071
13728 0.950023214361255 -0.851409851058217 -0.767698905386699 -1.03206937751572
13954 0.665868096415797 -0.488896803919414 -0.718396518045794 0.266062331000322
14103 -0.437956162590065 -0.862459724145355 -0.928250520698661 0.39725532139472
14431 1.65097609179233 0.221041720232341 -0.414963425218199 0.695985465739438
15200 -0.401527689844371 -1.95357456905216 -1.52838482307294 -0.961111724858915
15292 -1.12723857245025 -0.236205319026375 0.600934353613396 -1.33755701893717
16004 -0.485240694841686 -0.274386237889321 0.308836502144631 -0.266851667218045
16122 0.858573332746812 8.85592407896116e-05 0.0654751206016875 -0.449972757965829
16262 2.59396290204909 0.0692673465921665 -0.987916798611315 0.38525073403837
19627 0.967549275919211 1.31091614410531 0.80312735484118 -0.687248225752351
19630 -0.519046773618208 0.417907929923979 0.569944040241153 -1.19238489896726
20010 0.985775728413032 0.398352312604817 0.953940122696561 0.652278069047511
20424 3.27892080508434 -0.273025571959347 -1.40883265750446 0.973947516623629
20934 0.434111993369914 -0.381543426383834 0.135682666186338 -0.541336635788012
27001 0.26570869369733 -0.362196655463227 -0.07067447363303 0.0110946502620097
30709 0.345105335950353 -1.05942086401815 0.233451234538397 -0.836448097181274
31089 -1.40101813164811 -1.40643497691274 -1.76411054277655 -0.879321623453953
39359 1.49504952367494 -1.41373194350465 -1.23347427758592 -0.0324711457926872
41418 0.12124899113459 -0.382226923688194 -0.629505251234815 -0.218518649709909
41471 0.748286192589826 1.42230089000086 1.16798360352676 -0.954055293103578
41542 1.1421909413694 -0.0595212658495608 0.401537153346691 0.181503150467289
41660 -1.27526538233752 -0.0351748387211427 0.807570228876012 -1.25593998497772
41669 -0.280189032245867 -0.608920196300613 -1.45838844070287 -0.533186732445168
41686 0.409679751421092 -0.699363344232049 -0.614538002585153 -0.0519097666036577
41761 0.535644246828573 -0.122630850285381 -0.498862793636429 0.51088983277249
41804 -0.456435081584024 0.0687610522926424 0.498832716098086 -0.434506821699391
41948 0.5807135891435 0.439381136902592 0.63251592398647 -0.295824730935894
42066 0.139231121208924 -0.483403510769565 -0.516600503661426 -0.318819101081773
42076 0.0253850178080586 -0.347343246450906 -0.336723230950801 -0.691559178485824
42083 0.309238804769481 -0.906349111235448 -0.597965913504657 0.18436663002018
42174 -0.365522709292455 0.105916725199048 1.68600920154247 -1.01108888309934
